n	LCG-diff	LCG-time-mus	MT19937-diff	MT19937-time-mus
1000000	0.0166127	2.22962e+06	0.000300654	218723
1000000	0.0158247	2.11357e+06	-0.00146735	257813
1000000	0.0149807	1.98643e+06	0.00228465	232014
1000000	0.0139687	2.22069e+06	-0.000507346	241956
1000000	0.0179127	2.10144e+06	0.000912654	250940
1000000	0.0161167	2.15146e+06	9.26536e-05	248020
1000000	0.0190207	2.14692e+06	0.00125665	242629
1000000	0.0185127	2.16712e+06	0.00120065	253761
1000000	0.0163087	2.32883e+06	0.00113265	218049
1000000	0.0175567	2.33514e+06	0.000220654	220565
1000000	0.0205647	1.89959e+06	-0.00120735	259416
1000000	0.0171887	2.27878e+06	0.000436654	290173
1000000	0.0218767	2.13755e+06	0.000896654	255267
1000000	0.0187567	2.19585e+06	0.00314465	246698
1000000	0.0188967	2.1491e+06	0.000268654	242148
1000000	0.0177447	2.17412e+06	-0.000107346	238087
1000000	0.0183087	2.34413e+06	0.000536654	220471
1000000	0.0149527	2.36451e+06	0.00111665	219207
1000000	0.0186127	1.8025e+06	-0.000675346	285254
1000000	0.0155967	2.06258e+06	-0.00245135	265879
1000000	0.0181287	2.1373e+06	0.00110865	251045
1000000	0.0182487	2.15438e+06	0.00220865	235101
1000000	0.0173167	2.2181e+06	-0.00200735	239719
1000000	0.0173927	2.19911e+06	-0.000423346	231399
1000000	0.0158927	2.30202e+06	0.00164865	222504
1000000	0.0164767	2.31404e+06	-3.53464e-05	220900
1000000	0.0208127	2.01616e+06	-6.73464e-05	260292
1000000	0.0177087	1.98864e+06	0.00238865	262236
1000000	0.0176887	2.3536e+06	-0.00126735	217303
1000000	0.0213767	2.21232e+06	-0.00180335	253145
1000000	0.0172487	2.25253e+06	0.00112065	228907
1000000	0.0161247	2.22137e+06	0.00188465	224301
1000000	0.0171687	2.23564e+06	-0.00197535	225382
1000000	0.0174807	2.25473e+06	-0.00307135	225450
1000000	0.0170967	1.92451e+06	-0.00201935	261230
1000000	0.0163207	1.9466e+06	0.00172865	261394
1000000	0.0155327	2.09972e+06	0.00187665	256565
1000000	0.0220447	2.26313e+06	-0.000211346	254527
1000000	0.0182167	2.32463e+06	-0.00131935	229363
1000000	0.0147647	2.31104e+06	0.00122865	219210
1000000	0.0151487	2.22679e+06	-0.00299135	237018
1000000	0.0154967	2.28195e+06	-0.00169135	241010
1000000	0.0207127	2.0624e+06	0.00270465	257723
1000000	0.0203287	2.01748e+06	-0.00228335	261864
1000000	0.0185047	2.17597e+06	0.00123265	242908
1000000	0.0191967	2.10995e+06	-0.00103535	240373
1000000	0.0162567	2.33362e+06	0.000480654	224848
1000000	0.0151167	2.32478e+06	0.00219265	214565
1000000	0.0160127	2.18578e+06	0.00307665	244274
1000000	0.0191687	2.06363e+06	0.000572654	259631
1000000	0.0185327	2.20086e+06	0.000836654	249219
1000000	0.0210927	2.00629e+06	0.000724654	260178
1000000	0.0177207	2.13093e+06	0.00529265	212997
1000000	0.0203367	2.33085e+06	-0.00335935	218557
1000000	0.0150527	2.31026e+06	0.00361665	222974
1000000	0.0170967	2.30209e+06	-0.00195535	260433
1000000	0.0190727	2.06409e+06	0.00112065	252701
1000000	0.0198047	2.15263e+06	-0.00191135	246563
1000000	0.0197247	2.14181e+06	0.000948654	246384
1000000	0.0172847	1.94564e+06	-8.73464e-05	261469
1000000	0.0147887	2.08181e+06	-0.000431346	249353
1000000	0.0189847	2.28717e+06	0.00260065	262830
1000000	0.0212407	2.15617e+06	7.26536e-05	250646
1000000	0.0152567	2.33168e+06	0.000372654	232225
1000000	0.0179207	2.26195e+06	-0.00162335	241034
1000000	0.0189367	2.32387e+06	0.00189665	295115
1000000	0.0168647	2.23722e+06	-0.000851346	243096
1000000	0.0167487	1.99626e+06	-0.000631346	262857
1000000	0.0184127	1.83534e+06	-0.00180335	251530
1000000	0.0179087	2.24567e+06	-0.000535346	261701
1000000	0.0178447	2.09597e+06	0.000692654	261064
1000000	0.0173127	2.28434e+06	0.00422465	243876
1000000	0.0177607	2.30315e+06	0.00121265	242699
1000000	0.0171127	2.29722e+06	-0.00211135	311992
1000000	0.0156087	2.28946e+06	0.00384865	235512
1000000	0.0183887	2.12238e+06	-0.00415135	309117
1000000	0.0196087	1.94861e+06	0.000976654	260140
1000000	0.0158927	2.02968e+06	0.00162465	267494
1000000	0.0165927	1.81809e+06	0.000636654	264429
1000000	0.0171207	2.15851e+06	0.000448654	261423
1000000	0.0200167	2.19236e+06	-0.00113135	312635
1000000	0.0175407	2.3655e+06	0.000984654	244715
1000000	0.0164367	2.35517e+06	-0.000139346	227347
1000000	0.0198287	2.33161e+06	0.00112465	276325
1000000	0.0166567	2.06315e+06	0.00118465	260951
1000000	0.0206447	1.86141e+06	0.00145265	266255
1000000	0.0193007	2.04203e+06	0.00138465	269020
1000000	0.0186967	2.04743e+06	0.00270465	268401
1000000	0.0173727	2.13604e+06	0.000144654	260403
1000000	0.0176887	2.40575e+06	0.00257665	223426
1000000	0.0175087	2.3895e+06	-0.00143935	221944
1000000	0.0204887	2.36255e+06	-0.00133535	272729
1000000	0.0153167	2.08122e+06	-0.00152335	266694
1000000	0.0202327	1.81389e+06	-0.00272735	273762
1000000	0.0199807	2.0511e+06	-0.000287346	260269
1000000	0.0184287	2.08905e+06	-0.00113135	267051
1000000	0.0182967	2.07668e+06	0.00109665	259984
1000000	0.0206047	2.1417e+06	0.000148654	255877
1000000	0.0182887	2.43491e+06	0.00116465	221269
1000000	0.0191767	2.41557e+06	0.00144465	223555
1000000	0.0219887	2.17516e+06	-0.00337535	310658
1000000	0.0182927	2.16581e+06	-0.00301535	264794
1000000	0.0181207	1.97862e+06	-0.000371346	266802
1000000	0.0135207	2.05478e+06	-0.000459346	267103
1000000	0.0178727	2.05199e+06	-0.00157135	261767
1000000	0.0176487	2.27979e+06	-0.000911346	261537
1000000	0.0188967	2.17769e+06	0.00162465	313356
1000000	0.0145127	2.45294e+06	0.000136654	226838
1000000	0.0160607	2.43508e+06	-8.73464e-05	221361
1000000	0.0189687	1.95721e+06	-0.00351535	237875
1000000	0.0168967	1.9743e+06	-0.000159346	250000
1000000	0.0179487	1.87255e+06	0.000500654	267823
1000000	0.0135127	1.89804e+06	-0.00309935	260555
1000000	0.0148927	2.36727e+06	0.00152465	254140
1000000	0.0182607	2.21215e+06	0.00280865	212522
1000000	0.0185367	2.23622e+06	0.00136065	265090
1000000	0.0171407	2.38174e+06	0.000440654	216741
1000000	0.0157887	2.39799e+06	-0.000775346	220410
1000000	0.0171087	2.19682e+06	-0.00165135	237486
1000000	0.0144967	1.63539e+06	0.00113665	267064
1000000	0.0111487	1.64586e+06	-0.00322335	261124
1000000	0.0183887	2.11407e+06	0.000520654	243421
1000000	0.0152487	2.26604e+06	-0.000519346	241282
1000000	0.0164807	2.31451e+06	0.00227265	342341
1000000	0.0187447	2.26548e+06	0.000796654	236119
1000000	0.0175927	2.15643e+06	-0.000839346	259771
1000000	0.0160527	2.36268e+06	-0.00201935	218203
1000000	0.0159247	2.37526e+06	0.00220065	225733
1000000	0.0149527	1.99954e+06	0.000320654	283738
1000000	0.0158367	1.7318e+06	-0.000779346	260762
1000000	0.0120647	2.1561e+06	0.000616654	243890
1000000	0.0203607	2.19702e+06	0.00311665	255166
1000000	0.0207567	2.19932e+06	-0.000419346	269484
1000000	0.0199567	2.23453e+06	-0.00151935	364034
1000000	0.0152327	2.36872e+06	-0.00185935	220837
1000000	0.0154887	2.38751e+06	0.00210065	233007
1000000	0.0174607	2.17149e+06	0.00232065	312758
1000000	0.0172087	1.75985e+06	-0.000867346	260328
1000000	0.0127007	2.11033e+06	0.00382065	242698
1000000	0.0163647	2.09418e+06	0.000996654	251547
1000000	0.0187407	2.08112e+06	0.000848654	279898
1000000	0.0193807	2.00755e+06	-0.00170735	336985
1000000	0.0164647	2.09038e+06	0.00222465	281716
1000000	0.0175607	2.30202e+06	-0.00111935	226854
1000000	0.0155207	2.32322e+06	-0.000707346	237828
1000000	0.0173767	2.14755e+06	-0.00161535	259807
1000000	0.0180207	2.17045e+06	-0.00150735	245879
1000000	0.0183127	1.9379e+06	-0.00315935	272354
1000000	0.0179207	2.16039e+06	-0.00193935	248073
1000000	0.0188567	2.08421e+06	0.00164465	288378
1000000	0.0188967	2.29736e+06	0.000556654	293480
1000000	0.0155647	2.31618e+06	-0.000691346	232173
1000000	0.0198887	2.32828e+06	0.00157665	243361
1000000	0.0184767	1.96542e+06	-0.000539346	261062
1000000	0.0235647	1.84782e+06	-0.00115935	266404
1000000	0.0220607	2.22187e+06	-0.000295346	240959
1000000	0.0223847	2.20357e+06	-0.000615346	244591
1000000	0.0179767	2.11804e+06	-0.00215935	258942
1000000	0.0190807	2.19401e+06	4.65359e-06	274773
1000000	0.0170567	2.29016e+06	-0.00487935	236445
1000000	0.0209047	2.29889e+06	0.00234065	245105
1000000	0.0189687	2.0138e+06	-0.00201535	261049
1000000	0.0193807	2.24661e+06	-0.000207346	267573
1000000	0.0161407	2.25504e+06	-0.00167535	239317
1000000	0.0171687	2.12994e+06	-0.000839346	256582
1000000	0.0178567	2.23493e+06	-0.000107346	238173
1000000	0.0191847	1.89534e+06	-0.00179135	259440
1000000	0.0169847	2.2578e+06	0.000540654	237706
1000000	0.0156727	2.2695e+06	-0.000811346	249924
1000000	0.0185647	2.06435e+06	0.000976654	260255
1000000	0.0156407	2.19158e+06	-0.000339346	266886
1000000	0.0175527	2.13714e+06	-0.000443346	258638
1000000	0.0193647	2.27052e+06	-0.000127346	236064
1000000	0.0193167	2.25385e+06	0.00114065	234549
1000000	0.0187447	2.11779e+06	0.00142465	257523
1000000	0.0213447	2.22114e+06	-0.00201535	243728
1000000	0.0186807	2.10598e+06	-0.00282335	260090
1000000	0.0192487	2.22835e+06	0.000224654	252563
1000000	0.0171647	2.11861e+06	0.000116654	299524
1000000	0.0203847	2.10776e+06	-0.00154735	272013
1000000	0.0228567	1.97031e+06	0.00191265	261987
1000000	0.0182167	2.28969e+06	0.000416654	230729
1000000	0.0187007	2.27334e+06	0.000332654	227502
1000000	0.0235967	2.05562e+06	-0.000923346	262192
1000000	0.0213167	2.19273e+06	0.000784654	248199
1000000	0.0205847	2.19673e+06	0.000352654	260348
1000000	0.0198527	2.29503e+06	-0.00196335	252834
1000000	0.0188367	2.07615e+06	0.00197265	326783
1000000	0.0192607	2.07416e+06	0.000128654	233728
1000000	0.0199887	2.26992e+06	-0.00123535	224984
1000000	0.0190327	2.25655e+06	0.000224654	225927
1000000	0.0219487	1.92431e+06	-0.00131135	263560
1000000	0.0188607	2.12238e+06	0.000536654	248051
1000000	0.0173767	2.13004e+06	-0.00333935	249206
1000000	0.0213367	2.08799e+06	-0.00224335	281342
1000000	0.0222767	2.25278e+06	0.000480654	207778
1000000	0.0210447	2.37971e+06	-0.00276735	232120
1000000	0.0164847	2.27463e+06	-0.000987346	224207
1000000	0.0215287	2.00663e+06	0.00212065	250938
1000000	0.0159967	2.25909e+06	-0.00133535	224319
1000000	0.0172607	2.06722e+06	-0.000835346	249231
1000000	0.0191207	2.07216e+06	-0.00119935	250630
1000000	0.0187647	2.03028e+06	0.00223265	262094
1000000	0.0181487	2.09682e+06	0.00176865	256976
1000000	0.0217327	2.3502e+06	-0.00286735	339030
1000000	0.0213047	2.12212e+06	-0.000515346	267207
1000000	0.0170807	2.37366e+06	0.000116654	249294
1000000	0.0168167	2.35704e+06	-0.00125535	210105
1000000	0.0195367	2.19826e+06	-9.13464e-05	239698
1000000	0.0193607	2.16348e+06	-0.00123135	245414
1000000	0.0181247	2.0075e+06	0.000384654	265696
1000000	0.0179567	1.91433e+06	-0.00120735	271685
1000000	0.0174367	2.04086e+06	-0.000599346	260359
1000000	0.0194327	2.07775e+06	0.00167665	257224
1000000	0.0194207	2.36178e+06	-0.00148335	242912
1000000	0.0167767	2.27931e+06	-0.000271346	290166
1000000	0.0202527	2.22825e+06	-0.00149935	246342
1000000	0.0159887	2.20932e+06	-0.00278735	240231
1000000	0.0198247	2.05036e+06	-0.000911346	260718
1000000	0.0188687	2.30403e+06	0.000312654	316371
1000000	0.0189687	2.00764e+06	-0.000147346	267905
1000000	0.0213847	1.90405e+06	-0.00180735	261731
1000000	0.0183887	2.18708e+06	-0.00395535	257447
1000000	0.0171287	2.21534e+06	-0.000727346	299004
1000000	0.0173247	2.28053e+06	0.000104654	243285
1000000	0.0190087	2.26541e+06	-0.00102335	236525
1000000	0.0166487	2.05963e+06	-0.000303346	260742
1000000	0.0192047	2.05096e+06	0.00227265	263965
1000000	0.0189647	2.04367e+06	-0.000599346	264317
1000000	0.0186087	2.15338e+06	-0.00164735	255508
1000000	0.0195087	2.10695e+06	0.000340654	272531
1000000	0.0175447	2.1284e+06	0.000320654	258234
1000000	0.0150127	2.32931e+06	0.00202065	231139
1000000	0.0174487	2.31361e+06	0.00218865	232156
1000000	0.0188047	2.09762e+06	-0.00258735	259509
1000000	0.0197447	2.08089e+06	-0.00221535	262844
1000000	0.0203207	2.29086e+06	0.000788654	244586
1000000	0.0196407	2.10116e+06	-0.00188335	241944
1000000	0.0188327	2.08851e+06	-6.33464e-05	263613
1000000	0.0191967	2.08797e+06	-0.000143346	272503
1000000	0.0194687	2.07325e+06	-0.000143346	263143
1000000	0.0203047	2.36274e+06	-0.00165135	263797
1000000	0.0204887	2.11448e+06	-0.00106735	260298
1000000	0.0187127	2.09936e+06	0.00330865	260697
1000000	0.0163767	2.29386e+06	0.00150865	236445
1000000	0.0190287	2.27647e+06	0.000852654	237818
1000000	0.0169727	2.15572e+06	-0.00105135	262769
1000000	0.0214327	1.94931e+06	0.000560654	267592
1000000	0.0195767	2.13529e+06	-0.000235346	333261
1000000	0.0206687	2.34141e+06	0.00121665	265868
1000000	0.0174327	2.09733e+06	-0.000767346	263345
1000000	0.0189127	2.04724e+06	-0.00189135	261457
1000000	0.0159607	2.28184e+06	-0.000747346	234193
1000000	0.0152847	2.26794e+06	0.00258865	240321
1000000	0.0183727	2.0875e+06	0.00172465	277467
1000000	0.0199927	1.92362e+06	0.00180865	268847
1000000	0.0134367	2.06052e+06	-0.000903346	286542
1000000	0.0158927	2.29242e+06	0.00265665	271885
1000000	0.0186007	2.1038e+06	-0.00129535	268146
1000000	0.0187687	2.02142e+06	-0.00119535	260225
1000000	0.0148807	2.30925e+06	-0.00177935	236325
1000000	0.0201047	2.14946e+06	-0.000387346	265673
1000000	0.0175527	2.29872e+06	0.00320065	238788
1000000	0.0223567	2.16784e+06	0.000988654	263372
1000000	0.0165527	2.09465e+06	0.000652654	298331
1000000	0.0188767	2.04338e+06	0.00243265	262723
1000000	0.0187967	2.22031e+06	0.000624654	276000
1000000	0.0196367	1.96787e+06	-0.000879346	265226
1000000	0.0195807	2.01108e+06	-0.000283346	272998
1000000	0.0205007	2.15937e+06	-0.00266335	273016
1000000	0.0154367	2.31016e+06	0.00230465	238874
1000000	0.0160927	2.30537e+06	0.00272465	237645
1000000	0.0162727	2.13335e+06	0.00109665	254524
1000000	0.0166567	2.02128e+06	-0.00375135	260166
1000000	0.0193487	1.97211e+06	-0.00229535	261878
1000000	0.0173767	2.28847e+06	0.000296654	301425
1000000	0.0176287	1.94696e+06	2.46536e-05	265140
1000000	0.0190647	2.17295e+06	0.000248654	267498
1000000	0.0197967	2.32746e+06	0.00242465	228206
1000000	0.0189087	2.18037e+06	0.000776654	245579
1000000	0.0156407	2.30157e+06	0.00449665	235226
1000000	0.0151887	2.06053e+06	0.00136065	256470
1000000	0.0178527	2.04436e+06	0.000300654	258899
1000000	0.0196007	2.07004e+06	-0.00195135	261665
1000000	0.0161407	2.21412e+06	-0.000471346	298020
1000000	0.0194447	2.15076e+06	0.00367265	264724
1000000	0.0189807	2.18103e+06	0.00230065	253349
1000000	0.0171967	2.32005e+06	-0.00109535	232760
1000000	0.0166727	2.32343e+06	0.00253665	228396
1000000	0.0165087	2.11566e+06	0.00337265	253108
1000000	0.0154767	2.09272e+06	0.00123265	254846
1000000	0.0180927	1.99389e+06	-0.00324335	301279
1000000	0.0208247	1.99742e+06	-0.00120735	256111
1000000	0.0185567	2.11079e+06	0.00173665	265232
1000000	0.0182727	2.14431e+06	-0.00123935	260492
1000000	0.0152327	2.31054e+06	0.00117265	230671
1000000	0.0163007	2.32372e+06	0.00296065	230126
1000000	0.0214527	2.16532e+06	-0.00147135	249100
1000000	0.0164087	2.14638e+06	0.00158065	248293
1000000	0.0141967	2.32025e+06	-0.000755346	272144
1000000	0.0212647	1.94691e+06	-0.000523346	252722
1000000	0.0190247	2.079e+06	0.000480654	269744
1000000	0.0175247	2.10212e+06	-0.000351346	259821
1000000	0.0146847	2.29589e+06	-0.00131535	229752
1000000	0.0183967	2.2965e+06	-0.000435346	232456
1000000	0.0177927	2.1902e+06	0.000224654	246588
1000000	0.0163647	2.16717e+06	-0.00196735	243475
1000000	0.0179167	2.33579e+06	-0.00215935	239987
1000000	0.0204447	2.05676e+06	-0.000763346	239831
1000000	0.0203607	2.02034e+06	0.00152065	267811
1000000	0.0189807	2.04983e+06	0.00182865	261118
1000000	0.0187687	2.24882e+06	0.00429665	231251
1000000	0.0199087	2.25228e+06	0.000460654	235095
1000000	0.0174807	2.18019e+06	-0.000427346	241380
1000000	0.0169727	2.1554e+06	6.06536e-05	238232
1000000	0.0203687	2.13502e+06	0.00262865	259313
1000000	0.0200447	2.24673e+06	0.00186065	256434
1000000	0.0192847	2.05996e+06	0.00136065	268647
1000000	0.0161407	2.0568e+06	-0.000239346	260549
1000000	0.0163767	2.2564e+06	-0.00197535	235209
1000000	0.0161207	2.26345e+06	0.00302065	238609
1000000	0.0172407	2.14657e+06	0.00160465	251926
1000000	0.0185407	2.23465e+06	0.000268654	328988
1000000	0.0222647	2.15372e+06	0.000320654	259538
1000000	0.0198807	2.13803e+06	0.000400654	258734
1000000	0.0194287	2.08816e+06	0.00176865	273543
1000000	0.0219167	2.09948e+06	0.000464654	260926
1000000	0.0179727	1.97375e+06	-0.000587346	255952
1000000	0.0176047	2.26094e+06	0.000328654	238917
1000000	0.0147287	2.26574e+06	-0.000111346	235029
1000000	0.0182007	2.33177e+06	-0.00244735	261956
1000000	0.0201567	2.12753e+06	0.00145665	261888
1000000	0.0202607	2.13494e+06	0.00154865	259903
1000000	0.0188487	2.0931e+06	0.00179665	271454
1000000	0.0178447	2.10167e+06	-0.00282735	260749
1000000	0.0217607	1.93713e+06	0.00122065	259671
1000000	0.0156567	2.30007e+06	0.000816654	234888
1000000	0.0184487	2.30239e+06	-0.000427346	235382
1000000	0.0188287	2.30851e+06	-0.00244735	266959
1000000	0.0158527	2.14176e+06	0.000588654	265603
1000000	0.0166327	2.14664e+06	0.00138465	262825
1000000	0.0175847	2.10091e+06	0.00112865	270308
1000000	0.0191967	2.11618e+06	-0.00129135	260822
1000000	0.0187807	1.90956e+06	0.000416654	253215
1000000	0.0183967	2.28409e+06	0.00142465	235147
1000000	0.0172487	2.2856e+06	-0.00412335	235612
1000000	0.0187847	2.13396e+06	0.000588654	265407
1000000	0.0201607	2.34797e+06	0.00149665	276052
1000000	0.0170447	2.14724e+06	0.00308865	272893
1000000	0.0195687	2.10186e+06	-0.00133535	277633
1000000	0.0162087	2.09093e+06	-0.00207135	260242
1000000	0.0197607	1.30361e+06	-0.00150335	198182
1000000	0.0135847	2.20462e+06	-0.00126735	252934
1000000	0.0147927	1.99482e+06	0.00184865	262858
1000000	0.0142567	1.94374e+06	0.000136654	265490
1000000	0.0215047	1.1718e+06	0.000392654	226706
1000000	0.0154567	1.94884e+06	-0.000255346	260566
1000000	0.0121527	1.90211e+06	0.00228865	264503
1000000	0.0158927	1.88813e+06	0.000688654	256297
1000000	0.0144287	1.93783e+06	0.00188065	263020
1000000	0.0124207	1.67826e+06	-0.00121935	201016
1000000	0.0241567	1.16802e+06	0.00166865	222310
1000000	0.0139887	1.62007e+06	-0.00121135	254351
1000000	0.0145247	1.42596e+06	-0.00285135	203073
1000000	0.00637265	1.56096e+06	-0.00158335	234746
1000000	0.00992065	1.3338e+06	0.00265665	252677
1000000	0.00464465	675956	-0.00363935	190380
1000000	0.00195665	413241	-1.53464e-05	191091
1000000	-0.00229935	211662	0.000812654	185287
1000000	0.0218927	2.3306e+06	-0.00167935	275806
1000000	0.0155927	2.49776e+06	-0.000771346	215249
1000000	0.0194527	2.50036e+06	0.00142465	216742
1000000	0.0206567	2.5006e+06	-0.00319135	224169
1000000	0.0169127	2.49876e+06	-0.00294735	230847
1000000	0.0174887	2.50303e+06	0.000424654	232229
1000000	0.0167087	2.43936e+06	0.00459665	297507
1000000	0.0226807	2.49368e+06	0.00106465	326021
1000000	0.0141367	1.65347e+06	0.000156654	260325
1000000	0.0168767	2.3199e+06	-0.00236335	247714
1000000	0.0186567	2.21528e+06	-0.00122335	288629
1000000	0.0165807	2.4256e+06	-0.000379346	223887
1000000	0.0159807	2.4682e+06	0.000120654	214240
1000000	0.0171327	2.46157e+06	0.00134465	223026
1000000	0.0169447	2.44764e+06	-0.00180735	236579
1000000	0.0162127	2.47314e+06	-0.00182335	344939
1000000	0.0116967	1.42892e+06	0.00228465	262069
1000000	0.0202727	1.81191e+06	0.00132865	262258
1000000	0.0187007	2.0862e+06	-0.00201535	260834
1000000	0.0168687	2.37475e+06	-0.00265535	227600
1000000	0.0188687	2.40721e+06	0.000428654	234971
1000000	0.0168927	2.46121e+06	0.00191665	213901
1000000	0.0177127	2.45271e+06	-0.00220735	225169
1000000	0.0200767	2.34603e+06	0.00130065	313296
1000000	0.0167967	1.83983e+06	0.000508654	262696
1000000	0.0158247	1.96314e+06	0.00152865	301701
1000000	0.0140887	1.87407e+06	0.00175265	262151
1000000	0.0144487	2.22912e+06	0.00260865	243606
1000000	0.0229527	2.00654e+06	-0.000863346	259469
1000000	0.0163727	2.29175e+06	0.00335665	251992
1000000	0.0157527	2.39964e+06	0.000216654	217586
1000000	0.0185767	2.12981e+06	0.000804654	253586
1000000	0.0148767	2.40284e+06	-0.00285535	222339
1000000	0.0194607	2.03122e+06	-0.00132335	266688
1000000	0.0174047	2.21476e+06	-0.00150335	312168
1000000	0.0187447	1.91128e+06	-6.73464e-05	266812
1000000	0.0131487	2.11177e+06	-0.00244735	250900
1000000	0.0189327	2.15884e+06	0.000916654	267884
1000000	0.0199927	2.11981e+06	-0.000979346	267338
1000000	0.0167647	2.39988e+06	-0.000659346	210735
1000000	0.0152167	2.3944e+06	-0.00331935	213676
1000000	0.0199567	2.053e+06	0.00380065	261825
1000000	0.0207767	2.19369e+06	0.00201665	271645
1000000	0.0211327	2.24569e+06	-0.00214335	258025
1000000	0.0214927	2.11014e+06	0.00179265	267518
1000000	0.0179127	2.1062e+06	0.00330065	268321
1000000	0.0197887	2.05886e+06	0.000304654	263944
1000000	0.0211327	2.09121e+06	-3.53464e-05	265344
1000000	0.0180567	2.26921e+06	0.00262065	263959
1000000	0.0179287	1.98477e+06	-0.00346735	283192
1000000	0.0174607	2.09038e+06	0.000748654	262776
1000000	0.0188607	2.13798e+06	0.00111265	268217
1000000	0.0211487	2.19451e+06	-3.93464e-05	259730
1000000	0.0181447	2.19477e+06	-0.00243935	268729
1000000	0.0198727	2.27568e+06	0.00211265	267336
1000000	0.0216367	2.14674e+06	0.00234865	271451
1000000	0.0195047	2.0921e+06	-0.000351346	265258
1000000	0.0166527	2.22789e+06	-0.00236735	290506
1000000	0.0175207	2.12215e+06	-0.000107346	267158
1000000	0.0197927	2.14307e+06	-0.00136735	265991
1000000	0.0191287	2.16727e+06	0.00113665	261845
1000000	0.0167807	2.02137e+06	0.000656654	258034
1000000	0.0207807	2.17136e+06	-0.00326335	271345
1000000	0.0187007	2.13094e+06	0.00411665	269629
1000000	0.0193887	2.09197e+06	0.00168465	267777
1000000	0.0184407	2.09857e+06	-0.00168735	270935
1000000	0.0171087	2.32573e+06	0.000536654	251961
1000000	0.0177487	2.0856e+06	0.00108065	265329
1000000	0.0190247	2.12984e+06	0.00337265	264013
1000000	0.0183727	2.14064e+06	-0.00204735	281060
1000000	0.0180047	2.28993e+06	0.000404654	334803
1000000	0.0154927	2.1373e+06	0.000604654	279095
1000000	0.0173567	2.11059e+06	-0.00146735	275484
1000000	0.0190327	1.91746e+06	-7.53464e-05	263701
1000000	0.0152207	2.1072e+06	-0.00239935	273004
1000000	0.0169047	2.12625e+06	-0.00182335	266741
1000000	0.0160807	2.11861e+06	0.000840654	265817
1000000	0.0173807	2.16237e+06	0.00180065	273873
1000000	0.0163167	2.17848e+06	0.00138065	278139
1000000	0.0163207	2.13869e+06	-0.000579346	278302
1000000	0.0160767	2.31692e+06	-0.00101535	287804
1000000	0.0169287	2.00054e+06	-0.00265935	262678
1000000	0.0176767	2.0958e+06	-0.00196735	262996
1000000	0.0173407	2.1124e+06	-0.00182335	266037
1000000	0.0198047	2.10938e+06	0.00153265	266173
1000000	0.0170607	2.13831e+06	0.00156065	272166
1000000	0.0190607	2.13038e+06	-0.000447346	278008
1000000	0.0152487	2.15954e+06	-0.000495346	277456
1000000	0.0177967	2.21152e+06	-0.00187535	269127
1000000	0.0120047	2.19753e+06	1.26536e-05	263027
1000000	0.0184367	2.09871e+06	0.000736654	267422
1000000	0.0155247	2.11613e+06	-0.000915346	265474
1000000	0.0192127	2.11984e+06	-0.00180335	265935
1000000	0.0184847	2.14844e+06	-0.00113535	268587
1000000	0.0148167	2.1334e+06	-0.000151346	268064
1000000	0.0198647	2.13489e+06	-0.00166335	270928
1000000	0.0183447	2.3657e+06	-0.00161935	277616
1000000	0.0195167	2.14398e+06	0.000448654	263158
1000000	0.0170527	2.00417e+06	0.00102065	267759
1000000	0.0170127	2.11904e+06	-0.00205535	265645
1000000	0.0204127	2.1188e+06	-0.000227346	265558
1000000	0.0186487	2.12233e+06	0.00190065	269979
1000000	0.0179367	2.10876e+06	0.00166065	267598
1000000	0.0202047	2.11252e+06	0.000188654	264595
1000000	0.0183487	2.47915e+06	0.000776654	284151
1000000	0.0184647	2.05383e+06	0.000580654	262918
1000000	0.0166087	2.14801e+06	0.000420654	266362
1000000	0.0209407	2.13826e+06	0.000704654	266599
1000000	0.0220807	2.11599e+06	-0.000203346	266618
1000000	0.0184927	2.13294e+06	0.000316654	271059
1000000	0.0184087	2.12204e+06	-0.00103135	267294
1000000	0.0195367	2.12063e+06	-0.000259346	264706
1000000	0.0165807	2.37603e+06	0.000480654	228283
1000000	0.0195527	2.23608e+06	-0.00164735	235918
1000000	0.0208207	2.17236e+06	-0.00347935	253926
1000000	0.0189687	2.08505e+06	0.00161265	264084
1000000	0.0179287	2.07701e+06	0.00431265	311165
1000000	0.0155607	2.07279e+06	0.00167665	266809
1000000	0.0189887	2.08798e+06	-0.00197135	270626
1000000	0.0157887	2.40862e+06	0.00150065	281840
1000000	0.0194167	2.04271e+06	0.000804654	263807
1000000	0.0229127	2.01197e+06	-0.00111135	275067
1000000	0.0197527	2.136e+06	0.00116065	264027
1000000	0.0179127	2.1437e+06	-0.00119535	260650
1000000	0.0195487	2.33334e+06	-0.000847346	261060
1000000	0.0179727	2.13339e+06	0.000372654	265816
1000000	0.0185887	2.13912e+06	0.000200654	269916
1000000	0.0170007	2.15629e+06	0.00259665	279699
1000000	0.0187847	2.12834e+06	0.00303665	263741
1000000	0.0190047	2.17939e+06	-0.00261135	311575
1000000	0.0197967	2.16074e+06	0.000212654	265006
1000000	0.0154807	2.14654e+06	-0.00146735	264476
1000000	0.0188887	1.96446e+06	-4.33464e-05	255912
1000000	0.0188607	2.12838e+06	-0.000175346	264140
1000000	0.0193767	2.13399e+06	0.00212865	269372
1000000	0.0150327	2.15195e+06	0.00142865	277215
1000000	0.0162047	2.1181e+06	0.00351665	260677
1000000	0.0159047	2.15815e+06	-0.00355135	263288
