steps-until-comeback
3
0
0
0
11
3
0
1
0
1
1
1
0
0
0
0
0
0
0
0
1
1
0
0
0
3
0
0
0
5
1
1
0
0
0
0
1
0
0
1
3
0
0
1
0
0
1
0
1
11
0
0
0
3
35
0
0
1
0
0
0
1
0
1
1
1
0
0
0
1
1
0
1
0
0
1
1
0
1
3
0
1
0
0
1
9
0
0
0
0
1
3
0
0
1
0
0
1
1
3
1
0
25
0
0
0
0
0
1
1
1
0
1
9
1
1
0
0
0
0
0
0
3
0
3
0
0
5
1
3
1
0
1
3
0
0
0
1
3
5
0
0
0
1
1
1
3
3
0
0
0
0
0
9
1
0
0
0
0
0
1
0
1
0
3
1
1
1
3
1
0
0
0
0
0
1
0
0
1
1
0
0
1
0
0
0
1
0
1
0
1
3
0
1
1
1
0
0
1
0
1
0
9
1
0
0
0
1
0
0
0
1
0
0
17
1
3
0
27
1
1
0
3
0
0
1
0
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
1
1
3
0
0
0
1
5
1
0
0
1
1
7
0
0
0
1
1
0
0
3
0
7
3
1
1
3
0
5
1
0
1
0
0
1
0
0
0
0
0
0
1
1
0
1
0
5
3
5
0
0
1
1
0
0
3
0
0
1
0
0
1
0
0
1
1
0
0
1
5
0
1
1
0
0
3
0
1
0
1
0
1
1
0
0
0
0
1
0
0
0
0
5
3
3
0
1
0
7
1
1
0
1
0
0
3
0
1
1
13
0
0
0
11
1
1
0
3
0
0
1
3
0
0
0
0
0
0
1
0
0
0
0
1
0
3
0
0
1
0
0
0
1
0
0
1
0
1
1
1
1
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
5
1
1
0
0
1
1
0
1
1
0
5
1
0
0
13
1
9
9
9
1
1
0
1
0
1
1
3
1
1
0
0
0
1
1
0
0
0
1
3
0
1
0
0
0
0
7
0
0
1
0
1
0
0
0
1
0
0
5
0
3
0
0
0
7
0
0
0
0
0
0
0
1
0
3
0
1
0
0
0
3
1
0
0
0
0
0
5
0
1
1
3
0
0
0
1
1
0
1
1
9
0
1
1
1
1
0
1
0
21
0
0
1
5
1
0
0
1
0
7
3
1
3
0
1
1
1
0
1
0
1
1
0
1
0
1
5
0
0
1
1
0
1
0
0
1
0
0
1
0
0
1
1
1
1
0
3
0
0
0
0
0
35
1
13
0
0
0
1
1
5
1
1
1
0
1
1
0
1
1
1
0
1
1
0
0
0
7
0
3
0
1
3
1
3
0
