steps-until-comeback
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1
1
23
-1
-1
-1
-1
-1
1
-1
1
1
-1
-1
-1
-1
-1
-1
-1
1
91
1
-1
-1
-1
-1
39
99
-1
3
-1
-1
-1
-1
-1
-1
-1
-1
3
-1
-1
-1
257
-1
1
-1
-1
-1
-1
3
-1
-1
83
1
-1
-1
-1
7
-1
-1
-1
-1
-1
-1
-1
-1
1
1
-1
-1
-1
-1
-1
1
-1
-1
-1
-1
-1
-1
-1
-1
-1
9
-1
1133
227
-1
-1
5
1
3
543
1
1
-1
-1
-1
-1
1
-1
-1
1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1
-1
-1
-1
1
-1
-1
-1
-1
-1
1
-1
-1
1
3
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1
13
-1
-1
-1
-1
1
-1
591
-1
3
-1
-1
13
-1
-1
-1
93
1
-1
-1
3
-1
-1
-1
-1
-1
-1
-1
1
-1
-1
-1
-1
-1
-1
5
-1
-1
-1
1
-1
-1
-1
11
7
-1
-1
-1
1
85
-1
-1
-1
3
-1
-1
11
7
9
-1
5
-1
-1
-1
-1
-1
-1
-1
3
-1
-1
1
-1
17
-1
-1
1
-1
-1
-1
-1
-1
1
9
1
3
-1
9
13
-1
-1
21
-1
1
-1
-1
-1
-1
27
-1
-1
1
-1
-1
-1
-1
-1
-1
-1
-1
1
1
-1
-1
1
3
1
7
1
-1
-1
1
-1
-1
-1
-1
-1
17
1
1
-1
-1
-1
-1
-1
-1
-1
1
-1
-1
-1
-1
-1
-1
-1
5
75
1
51
-1
-1
-1
119
1
1
-1
-1
-1
-1
-1
3
1
-1
11
3
-1
-1
57
3
-1
-1
-1
1
1
-1
1
1
-1
1
-1
-1
1
-1
-1
7
1
-1
1
-1
1
-1
1
95
-1
3
-1
-1
1
1
-1
-1
5
-1
-1
-1
-1
1
1
-1
-1
-1
1
-1
5
1
1
-1
-1
1
-1
1
-1
-1
-1
-1
-1
-1
-1
1
-1
-1
-1
1
-1
-1
1
1
-1
-1
-1
19
3
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
2685
-1
-1
-1
1
-1
1
-1
-1
-1
5
-1
-1
-1
-1
-1
-1
-1
-1
-1
211
-1
-1
-1
-1
1
-1
-1
-1
65913
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
1
-1
-1
-1
-1
-1
-1
3
-1
1
-1
-1
9
-1
-1
-1
-1
7
-1
-1
-1
-1
-1
-1
1
1
-1
-1
15
-1
1
-1
-1
-1
-1
-1
-1
1
-1
-1
177
-1
1
1
-1
3
-1
1
1
3
-1
-1
-1
-1
-1
-1
-1
1
3
-1
1
-1
-1
5
-1
-1
-1
-1
-1
-1
1
-1
-1
-1
-1
13
-1
13
3
-1
7
-1
1
-1
-1
-1
1
1
7
-1
-1
-1
1
-1
-1
-1
-1
-1
1
-1
-1
1
-1
-1
-1
-1
-1
1
-1
7
1
-1
-1
5
-1
-1
