steps-until-comeback
9
-1
11
62757
1
6175
1
-1
9281
1
737
5
-1
82971
37
1
5
3
-1
2153
15
3
1
105
8401
91
-1
47
1
13
15
15521
125
5
-1
121
77
1
157
3367
771019
-1
1
409
1
7
1
11
33
-1
7
47
-1
5
9693
133
1
-1
95
49
-1
-1
1
3
7
21
1
7
19
49
67
-1
1
163461
1581
-1
1
-1
399
9
3
49
1
1
-1
1
5
3
1999
235
95
9745
1
1
7
59
4275
1
-1
5
9753
1
1
4769
11955
1
4137
3
1
1
5
-1
-1
3
3
325
3
1
33
9
239
3
1
1
-1
1
79
1
31
5
3
1
-1
5
-1
1
7
5
181
15
17
5
7
32617
590373
202211
577
385
1
11
-1
3
387003
-1
113
3
1
-1
5
11
-1
-1
1211
801
9
3
1
-1
-1
11
-1
201
-1
1
5
1
3
227
11
36985
1
1
3
7
113
121
163
3
9
5
-1
17
1
1
-1
1
3
62009
11
9985
9
1
1
-1
1
15467
-1
13
5
-1
-1
1
1
55
13
1
13
121
1
1
1
9943
-1
-1
7
1
1
3
1
278115
1
1
179
1
1
1
1295
11
1
1
1
1
185
5
1
3965
51
5
71233
66947
3
61591
-1
75
2997
7
-1
-1
1
81
-1
65
7
7
-1
1
-1
1
29
5
-1
-1
1
15
-1
3
7
9
11
1
53
3
87
-1
-1
-1
3
1
-1
48659
1
-1
17
9
451
545
3
3
-1
-1
1
383693
23
3
1
13
84693
5
11
1
5
1
-1
7767
13
9
1
207419
1
31
47
1
-1
-1
-1
1
11
343
-1
-1
3
-1
1
11
-1
-1
1
3
-1
65789
7
-1
13
14987
5
229
1
1
37
1955
651
1
1
35
3
3
113461
453
-1
153
43
1
779295
1
4887
16333
49
5879
36301
5
5
5063
5
527
47
1
1
5
1
-1
21
1
1111
9
1
3
2341
-1
-1
91
9
-1
59
727
471
-1
21
591967
63
4417
7
537
239
-1
1
1
141
49
1
45
1
3
1
1
3
37021
85
1
-1
1
1
1
39
1
25663
5643
171
-1
-1
109
7
1
-1
1
