steps-until-comeback
-1
1
138661
59
537
27
1
-1
1101
1463
5
1
37
-1
8879
-1
1
5
1
11
1
-1
1
3
3
5
35997
13
5
1
557
51
13
5
35
1
-1
-1
19
537
111179
1
-1
1
7
33
79
475
9
45141
7
7
1
301
1
17
1
7
1825
3
1
3
-1
515
27077
-1
3
23829
15
1
61
1
1
-1
1
-1
1
-1
-1
115
27
3
153
1
3
2119
1
1
285
34861
3
195
1931
457
5
1
-1
3
21
1
537
-1
-1
33
19
-1
3
5
-1
3
11
1
-1
11687
3
29
1
1
15
1
13
7
-1
45
317
1
1
9
-1
1
81
1
585
1
1
9365
2205
19
1
5
217253
25
11
1
1
1
3
-1
127
-1
17
25
-1
1
13
-1
1
1
1
3
1
15
-1
73
1
1
1
17
-1
1
3
433
1
7
347
17
-1
41
-1
278179
1
-1
-1
1
1
-1
1
1
1
285
3
1
1
87
19
417
17719
215
-1
275
1
25
3
121
1
18421
1
164605
517
937
7
-1
27
3
3
-1
729637
1977
475
-1
833
7
25
15
-1
17
15
193
3
175
-1
264465
49
1
55
-1
113
-1
37
1023
177
3955
1
3
-1
319
3
1
3
-1
-1
1
1
1
537429
1121
3
-1
33
9
13
1
1
-1
1
5
749
-1
36127
107
-1
1
1
1
1
-1
1
-1
-1
1
5
97
53
1
83
3
87
31
1
-1
159
3
25
1
61647
-1
11
25
1
-1
7
11
-1
-1
37
1
3
-1
2755
99
4071
1567
-1
1
51
91
89
3133
3
7
1
1
3
1
3
7
3
13
1
63
1
65
119
61
1
1
38793
107287
23
1
73
59
3
1
1
1
-1
4541
5
1
-1
9
1
3
11
-1
191
1
72097
55983
3165
1
145
3
-1
421
-1
1
45
-1
397
-1
1
-1
119
11
41
-1
27
87
87121
645
-1
1587
5
1
1
11
-1
503
3
1
17
-1
9
-1
-1
129495
1
11
35955
-1
7147
3
1
7
-1
43
1
3
1
-1
2107
5
1
7
-1
-1
-1
1129
443
1
3
5183
22957
-1
-1
1
53
4303
-1
9
1
35
469
153609
3
9
785901
-1
-1
3
39853
55
403
99
27
1
-1
1
3
37
3
3
3715
275
1
5
5
1
-1
1
-1
1
-1
10763
-1
1
11
118669
465081
211
1
1
89383
1
81
-1
7
3
-1
1
-1
262977
-1
-1
1
235
1
5
27
1
1
7
111
8271
1
1
27
-1
3
3
359
11
4139
-1
1765
-1
261
-1
3
1821
7
5
-1
-1
9
31
-1
15
917
1
1
1
1
135
193
-1
17
1
3435
11
17
-1
-1
1
1
1
-1
45
-1
11
1
3
1
29
57
-1
1
-1
3
1967
-1
3
197
3
3
121
187
9
-1
1
125
-1
5
21
1
1
1
149
-1
1
1
1041
1
497
-1
3
1
1
83
3
3
71
211
1619
525
9
3
47
5
11
59
-1
-1
-1
5
1
109
1
3
25
1
17
-1
2461
1
11
1
11
-1
7
-1
103495
433
7
5
1
353
17
-1
23
7
17
109
117
-1
3
1
-1
-1
1
3
3
25
14951
-1
-1
-1
-1
1
39
19
3
7
1
-1
-1
-1
126585
3
1
105
1409
-1
1
3
597
1
1
4185
